posisi,deskripsi,level
business analyst,"['Data Modeling', 'Excel', 'Communication', 'SQL', 'jQuery']",entry
system analyst,"['Troubleshooting', 'R']",middle
data analyst,"['Power BI', 'Data Visualization', 'Data Science', 'Troubleshooting', 'Reporting', 'Tableau', 'InVision']",middle
business analyst,"['Agile', 'Scrum', 'Problem Solving']",middle
system analyst,"['Communication', 'Test Case']",senior
system analyst,"['Project Management', 'Microsoft Dynamics', 'Reporting', 'ERP', 'Google Sheets']",middle
business analyst,"['Analytical Thinking', 'SDLC', 'SQL', 'Problem Solving']",middle
system analyst,"['Microservices', 'Agile', 'SQL']",unspecified
business analyst,"['Excel', 'Forecasting', 'Teamwork', 'PowerPoint', 'SAP', 'ERP', 'CRM', 'R', 'Google Sheets']",senior
system analyst,"['Node.js', 'PostgreSQL', 'MySQL', 'SQL Server', 'Azure', 'Troubleshooting', 'jQuery', 'Oracle DB', 'Java', '.NET', 'HTML', 'PHP', 'C#', 'R']",middle
business analyst,"['Excel', 'Apache Spark', 'LESS', 'Problem Solving', 'InVision']",senior
data analyst,"['Power BI', 'Data Quality', 'Data Governance', 'Business Intelligence', 'ETL', 'Data Warehouse', 'Forecasting', 'Dashboard', 'Reporting', 'Teamwork', 'Tableau', 'Python', 'REST API', 'QlikView', 'SQL', 'Artificial Intelligence', 'Active Directory', 'Rust', 'InVision']",senior
business analyst,"['Analytical Thinking', 'Project Management', 'Problem Solving', 'Confluence', 'Jira', 'SDLC', 'Business Intelligence']",senior
business analyst,"['Data Analysis', 'Attention to Detail', 'Troubleshooting']",middle
system analyst,"['SDLC', 'R']",middle
business analyst,"['CI/CD', 'Project Management', 'Load Testing', 'PowerPoint', 'Reporting', 'DevSecOps', 'DevOps', 'Excel', 'Azure', 'Agile', 'AWS', 'Problem Solving']",middle
data analyst,"['Excel', 'Data Science', 'Data Analysis', 'Analytical Thinking', 'Teamwork', 'Statistics', 'Reporting', 'Tableau', 'Python', 'SQL', 'Dashboard', 'Virtualization']",entry
system analyst,"['React', 'NestJS', 'PostgreSQL', 'SQL Server', 'Prototyping', 'JavaScript', 'Confluence', 'DevOps', 'Notion', 'Azure', 'Agile', 'Figma', '.NET', 'Jira', 'SDLC', 'API', 'SQL', 'C#', 'Problem Solving', 'R', 'Wireframing']",middle
business analyst,"['Agile', 'Scrum', 'Problem Solving']",middle
system analyst,"['Project Management', 'Troubleshooting', 'ERP', 'Active Directory']",middle
system analyst,['SDLC'],entry
business analyst,"['Data Visualization', 'UI/UX Design', 'Reporting', 'Active Directory', 'Dashboard', 'Virtualization']",senior
system analyst,[],entry
system analyst,"['SQL Server', 'ETL', 'Troubleshooting', '.NET', 'SDLC', 'Problem Solving', 'Talend']",senior
system analyst,['Communication'],unspecified
system analyst,"['SQL Server', 'ETL', 'Troubleshooting', 'Communication', 'Agile', '.NET', 'SDLC', 'API', 'Problem Solving', 'Analytical Thinking']",senior
system analyst,"['Project Management', 'Microsoft Dynamics', 'Reporting', 'ERP', 'Google Sheets']",middle
business analyst,"['UI/UX Design', 'Design Thinking', 'Problem Solving', 'Agile', 'Scrum', 'SDLC', 'R', 'Communication', 'Analytical Thinking', 'Informatica']",middle
system analyst,"['JavaScript', 'Python', 'C#', 'R', 'Rust', 'InVision']",middle
system analyst,"['CI/CD', 'Confluence', 'DevOps', 'Agile', 'Scrum', 'Jira', 'SDLC', 'Communication']",middle
system analyst,"['Analytical Thinking', 'Communication', 'SDLC', 'Informatica', 'R']",middle
data analyst,"['Business Intelligence', 'Project Management', 'Excel', 'Statistics', 'Python', 'SQL']",senior
system analyst,"['Reporting', 'ERP']",senior
data analyst,"['Power BI', 'Data Warehouse', 'Data Visualization', 'Statistical Analysis', 'Problem Solving', 'Dashboard', 'Tableau', 'Reporting', 'Python', 'Looker', 'Excel', 'SQL', 'Communication', 'Analytical Thinking']",entry
business analyst,"['Communication', 'Fiber', 'Odoo', 'SAP', 'ERP', 'Analytical Thinking']",middle
data analyst,"['Power BI', 'Looker Studio', 'Excel', 'Data Visualization', 'Problem Solving', 'Communication', 'Tableau', 'SQL', 'Business Intelligence', 'Statistics', 'Analytical Thinking']",entry
web developer,"['Looker Studio', 'Microsoft Office', 'Problem Solving', 'Data Visualization', 'Google Workspace', 'Data Analysis', 'JavaScript', 'Statistics', 'Communication', 'Tableau', 'Reporting', 'Python', 'Excel', 'HTML', 'CSS', 'SQL', 'CRM', 'Informatica']",middle
system analyst,"['.NET', 'PostgreSQL', 'MySQL', 'SQL Server', 'Power BI', 'Machine Learning', 'Microservices', 'UI/UX Design', 'Artificial Intelligence', 'Web Service', 'Communication', 'Android', 'Tableau', 'Pentaho', 'API', 'iOS', 'Oracle DB']",middle
system analyst,"['Microservices', 'Communication', 'REST API', 'SOAP', 'API', 'R']",senior
business analyst,"['Odoo', 'ERP']",middle
business analyst,"['Reporting', 'Teamwork', 'Agile', 'Scrum', 'SQL', 'Problem Solving', 'Talend']",middle
flutter developer,['Flutter'],senior
django developer,"['Attention to Detail', 'Unit Testing', 'Python', 'Django', 'Flask', 'Linux', 'REST API', 'API', 'SQL']",senior
ios developer,"['Objective-C', 'iOS']",entry
full stack developer,"['UI/UX Design', 'Communication', 'Automated Testing', 'Teamwork', 'JavaScript', 'Angular', 'REST API', 'React', 'Agile', 'HTML', 'SASS', 'LESS', 'Vue.js', 'Troubleshooting', 'R']",senior
java developer,"['React', 'MySQL', 'SQL Server', 'Problem Solving', 'REST API', 'HTML', '.NET', 'CSS', 'SOAP', 'ERP', 'C#', 'DevOps']",senior
full stack developer,"['Node.js', 'Elasticsearch', 'Teamwork', 'JavaScript', 'Angular', 'MongoDB', 'React', 'Redis', 'Agile', 'Java', 'HTML']",senior
javascript developer,"['Node.js', 'React', 'JavaScript', 'GraphQL', 'HTML', 'Azure', 'CSS', 'REST API']",senior
devops engineer,"['TCP/IP', 'Troubleshooting', 'Python', 'Hadoop', 'DevOps', 'Apache', 'Linux', 'Java', 'Ruby', 'Bash', 'PHP', 'DNS']",senior
software engineer,"['REST API', 'Problem Solving', 'Virtualization', 'Teamwork', 'Jenkins', 'Storage Management', 'Python', 'Linux', 'Unix', 'C++', 'API', 'Git']",senior
database administrator,"['Oracle DB', 'SQL', 'jQuery']",senior
software engineer,"['Machine Learning', 'CI/CD', 'UI/UX Design', 'Attention to Detail', 'Cybersecurity', 'Unit Testing', 'JavaScript', 'Regression', 'Bootstrap', 'Reporting', 'Selenium', 'Angular', 'REST API', 'Jenkins', 'Storage Management', 'jQuery', 'HTML', 'Agile', 'Java', 'CSS', 'Git', 'DevOps', 'R', 'Problem Solving', 'Microservices']",senior
software engineer,"['JavaScript', 'HTML', 'Azure', 'Agile', 'Java', '.NET', 'CSS', 'AWS']",senior
java developer,"['JavaScript', 'Angular', 'Webpack', 'Jenkins', 'HTML', 'React', 'Mocha', 'Agile', 'Java', 'CSS', 'SCSS', 'REST API', 'Jest', 'Vue.js', 'Git', 'SVN', 'Problem Solving', 'Google Workspace', 'ECharts', 'InVision']",senior
wordpress developer,"['MySQL', 'JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'PHP', 'ERP', 'CRM', 'R']",senior
ios developer,"['iOS', 'Ionic']",entry
database administrator,"['SQL Server', 'Data Modeling', 'Communication', 'Disaster Recovery', 'Oracle DB', 'Troubleshooting', 'Backup & Recovery', 'SQL', 'Firestore', 'jQuery']",senior
devops engineer,"['PostgreSQL', 'CI/CD', 'GitLab CI/CD', 'Troubleshooting', 'Elasticsearch', 'Teamwork', 'Kubernetes', 'Prometheus', 'Terraform', 'DynamoDB', 'BigQuery', 'Amazon Redshift', 'MongoDB', 'Grafana', 'Ansible', 'Jenkins', 'Datadog', 'Python', 'DevOps', 'Kafka', 'Linux', 'Java', 'Bash', 'SQL', 'AWS', 'GCP', 'JavaScript', 'Problem Solving', 'Microservices']",senior
database administrator,"['Communication', 'Oracle DB', 'Problem Solving', 'Classification', 'Linux', 'SQL']",senior
wordpress developer,"['Troubleshooting', 'JavaScript', 'jQuery', 'HTML', 'CSS', 'Git', 'SVN']",senior
javascript developer,"['PostgreSQL', 'UI/UX Design', 'Problem Solving', 'Unit Testing', 'Prototyping', 'JavaScript', 'Reporting', 'Teamwork', 'Python', 'Docker', 'Flask', 'Linux', 'Agile', 'Scrum', 'Git', 'Active Directory']",senior
database administrator,"['SQL Server', 'Communication', 'Technical Support', 'Disaster Recovery', 'Microsoft Office', 'Problem Solving', 'Troubleshooting', 'Teamwork', 'Express.js', 'SQL', 'Backup & Recovery', 'jQuery']",senior
php developer,"['Python', 'jQuery', 'HTML', 'CSS', 'PHP', 'Talend', 'R']",middle
ios developer,"['Objective-C', 'REST API', 'Storage Management', 'Swift', 'Agile', 'SDLC', 'iOS', 'Git', 'SVN']",unspecified
java developer,"['Node.js', 'Vue.js', 'UI/UX Design', 'Integration Testing', 'Teamwork', 'JavaScript', 'TypeScript', 'Selenium', 'Webpack', 'GraphQL', 'Express.js', 'GitHub', 'HTML', 'React', 'Linux', 'Mocha', 'CSS', 'Jest', 'AWS', 'Git', 'R']",senior
django developer,"['Storage Management', 'Python', 'R']",unspecified
devops engineer,"['Disaster Recovery', 'Troubleshooting', 'New Relic', 'Storage Management', 'DevOps', 'Backup & Recovery', 'Linux', 'API', 'AWS', 'VPN', 'R']",senior
javascript developer,"['Node.js', 'PostgreSQL', 'Attention to Detail', 'Elasticsearch', 'JavaScript', 'AWS', 'Bootstrap', 'Express.js', 'MongoDB', 'jQuery', 'DevOps', 'OAuth', 'HTML', 'CSS', 'API', 'SQL', 'Problem Solving', 'Dashboard', 'R', 'Next.js']",senior
php developer,"['JavaScript', 'HTML', 'CSS', 'PHP']",middle
php developer,"['MySQL', 'Bootstrap', 'Laravel', 'Python', 'jQuery', 'HTML', 'PHP', 'CSS', 'JavaScript', 'CodeIgniter', 'R']",middle
backend developer,"['Node.js', 'REST API', 'CI/CD', 'Spring Boot', 'Microservices', 'Artificial Intelligence', 'Automated Testing', 'Prototyping', 'DevSecOps', 'Jenkins', 'Docker', 'JMeter', 'Azure', 'JUnit', 'Java', 'SQL', 'R']",senior
devops engineer,"['CI/CD', 'Microservices', 'Troubleshooting', 'Kubernetes', 'ELK Stack', 'Ansible', 'Jenkins', 'Python', 'Docker', 'DevOps', 'Splunk', 'Linux', 'Nginx', 'Agile', 'Jira', 'SRE', 'Git']",senior
network engineer,"['Network Monitoring', 'Problem Solving', 'Troubleshooting', 'Reporting', 'Firewall', 'Cisco', 'MPLS', 'VPN', 'SOC']",senior
wordpress developer,"['React', 'UI/UX Design', 'HTML', 'PHP', 'CSS']",senior
network engineer,"['Problem Solving', 'Troubleshooting', 'Firewall']",senior
php developer,"['MySQL', 'JavaScript', 'REST API', 'Storage Management', 'DevOps', 'HTML', 'Redis', 'CSS', 'PHP', 'SQL', 'AWS', 'Git', 'Computer Vision', 'R', 'Troubleshooting', 'CodeIgniter', 'jQuery']",unspecified
software engineer,"['Kubernetes', 'Wireshark', 'Selenium', 'Java', 'Python', 'Spring', 'Kanban', 'Linux', 'JUnit', 'Agile', 'Perl', 'REST API', 'SOAP', 'LDAP', 'SSL/TLS', 'Docker']",senior
software engineer,"['PostgreSQL', 'REST API', 'Angular', 'Python', 'Django', 'Flask', 'Agile', 'DevOps']",middle
java developer,"['Troubleshooting', 'Spring', 'Oracle DB', 'Agile', 'Java', 'SDLC', 'SQL', 'Talend']",senior
wordpress developer,"['JavaScript', 'Bootstrap', 'jQuery', 'HTML', 'CSS']",entry
node js developer,"['Microservices', 'JavaScript', 'Angular', 'GraphQL', 'Node.js', 'Express.js', 'REST API', 'MongoDB', 'jQuery', 'HTML', 'Linux', 'CSS']",senior
flutter developer,"['React Native', 'JavaScript', 'UI/UX Design', 'React', 'Flutter', 'Storage Management', 'Java', 'HTML', 'REST API', 'PHP', 'CSS', 'Computer Vision', 'R']",entry
devops engineer,"['SQL Server', 'CI/CD', 'Shell Scripting', 'Kubernetes', 'Cassandra', 'MongoDB', 'Ansible', 'Jenkins', 'Docker', 'Splunk', 'VMware', 'Azure', 'Linux', 'Agile', 'Unix', 'SQL', 'AWS', 'GCP', 'Git']",middle
ios developer,"['iOS', 'Objective-C', 'Talend']",unspecified
software engineer,"['Teamwork', 'Reporting', 'Agile', 'R', 'DevOps']",senior
flutter developer,"['Storage Management', 'R']",entry
devops engineer,"['Node.js', 'Machine Learning', 'CI/CD', 'Microservices', 'Problem Solving', 'Kubernetes', 'Cassandra', 'Terraform', 'ELK Stack', 'Ansible', 'Jenkins', 'Docker', 'DevOps', 'Splunk', 'HBase', 'Apache Spark', 'Kafka', 'Agile', 'Scrum', 'Java', 'Hive', 'AWS']",senior
java developer,"['CI/CD', 'Spring Boot', 'SVN', 'Reporting', 'React', 'Selenium', 'Angular', 'Ansible', 'Jenkins', 'Storage Management', 'Spring', 'Oracle DB', 'Docker', 'Agile', 'Java', 'REST API', 'SOAP', 'API', 'SQL', 'AWS', 'JavaScript', 'Rust', 'Objective-C', 'InVision', 'DevOps']",senior
node js developer,"['REST API', 'Node.js', 'Android', 'Postman', 'SQLite', 'Swift', 'iOS', 'R']",senior
php developer,"['MySQL', 'REST API', 'Troubleshooting', 'CodeIgniter', 'JavaScript', 'Laravel', 'Python', 'jQuery', 'HTML', 'CSS', 'SDLC', 'PHP', 'SQL', 'Git', 'R']",senior
php developer,"['Laravel', 'PHP']",senior
devops engineer,"['Kubernetes', 'Terraform', 'ELK Stack', 'MongoDB', 'Ansible', 'Jenkins', 'Python', 'Docker', 'DevOps', 'Backup & Recovery', 'Redis', 'Linux', 'Agile', 'API', 'AWS', 'Storage Management', 'R', 'Firestore']",senior
wordpress developer,"['JavaScript', 'REST API', 'jQuery', 'HTML', 'CSS', 'PHP', 'Git', 'SVN', 'Computer Vision', 'R', 'Wireframing']",unspecified
devops engineer,"['CI/CD', 'Troubleshooting', 'Terraform', 'Jenkins', 'Python', 'DevOps', 'Azure', 'Linux', 'Bash', 'Unix', 'AWS', 'GCP', 'Git', 'R', 'Rust']",senior
wordpress developer,"['Troubleshooting', 'JavaScript', 'jQuery', 'HTML', 'CSS', 'Git', 'SVN', 'R']",middle
javascript developer,"['JavaScript', 'Angular', 'Android', 'jQuery', 'iOS', 'Git', 'Computer Vision']",unspecified
devops engineer,"['CI/CD', 'Automated Testing', 'Ruby on Rails', 'Reporting', 'Python', 'Django', 'DevOps', 'Apache', 'Excel', 'Linux', 'Java', 'Perl', 'SDLC', 'AWS']",senior
javascript developer,"['Attention to Detail', 'Problem Solving', 'Troubleshooting', 'JavaScript', 'Salesforce', 'Reporting', 'HubSpot', 'Excel', 'Cisco', 'Agile', 'HTML', 'CSS', 'CRM', 'Objective-C']",senior
ios developer,"['UI/UX Design', 'iOS', 'Objective-C', 'Swift', 'API']",middle
flutter developer,"['JavaScript', 'Firebase', 'Android', 'Flutter', 'GitHub', 'Agile', 'iOS', 'SQL']",entry
node js developer,"['Node.js', 'JavaScript', 'MongoDB', 'Angular', 'API', 'Git']",senior
javascript developer,"['Angular', 'REST API', 'Problem Solving', 'JavaScript', 'Bootstrap', 'HTML', 'CSS', 'Google Workspace']",senior
php developer,"['MySQL', 'JavaScript', 'jQuery', 'HTML', 'PHP']",senior
database administrator,"['SQL Server', 'Azure', 'ETL', 'Problem Solving', 'Troubleshooting', 'Storage Management', 'Backup & Recovery', 'SQL', 'AWS', 'jQuery']",senior
flutter developer,"['Problem Solving', 'REST API', 'Android', 'Flutter', 'Storage Management', 'API']",entry
django developer,"['MySQL', 'Python', 'Django', 'C++', 'R']",senior
full stack developer,"['Communication', 'JavaScript', 'TypeScript', 'UI/UX Design', 'Angular', 'Spring', 'HTML', 'Java', 'Troubleshooting', 'Google Workspace', 'InVision']",senior
flutter developer,"['Android', 'Android Studio', 'Flutter', 'Swift', 'Ionic', 'Linux', 'Java', 'Unix', 'Problem Solving', 'R']",middle
devops engineer,"['PostgreSQL', 'MySQL', 'Troubleshooting', 'Elasticsearch', 'Prometheus', 'Cassandra', 'Reporting', 'Terraform', 'Grafana', 'Ansible', 'Python', 'Docker', 'DevOps', 'Apache', 'Swift', 'Linux', 'Nginx', 'Agile', 'Ruby', 'Bash', 'AWS', 'Firewall']",senior
devops engineer,"['CI/CD', 'Shell Scripting', 'Troubleshooting', 'Teamwork', 'AWS', 'Kubernetes', 'Terraform', 'CircleCI', 'Ansible', 'Jenkins', 'Python', 'Go', 'Docker', 'DevOps', 'Apache', 'Redis', 'Kafka', 'Linux', 'Nginx', 'OWASP', 'Agile', 'Ruby', 'REST API', 'SOAP', 'SRE', 'SSL/TLS', 'CRM', 'Artificial Intelligence', 'Travis CI', 'R', 'Objective-C', 'Rust']",senior
javascript developer,"['JavaScript', 'Angular', 'jQuery', 'HTML', 'React', 'CSS', 'R']",entry
wordpress developer,"['JavaScript', 'Laravel', 'HTML', 'PHP', 'CSS', 'API']",senior
full stack developer,"['Bootstrap', 'Angular', 'REST API', 'Jenkins', 'Redis', 'Agile', 'Scrum', 'Ruby', 'AWS', 'Git', 'R', 'InVision']",senior
full stack developer,"['.NET', 'Communication', 'JavaScript', 'Android', 'jQuery', 'Agile', 'Java', 'HTML', 'C++', 'R', 'Talend', 'InVision']",senior
node js developer,"['Node.js', 'JavaScript', 'Express.js', 'HTML', 'CSS', 'LESS', 'Computer Vision', 'R']",entry
flutter developer,"['Firebase', 'Android', 'Flutter', 'Dart', 'REST API', 'PHP', 'iOS', 'R']",senior
full stack developer,"['UI/UX Design', 'Communication', 'JavaScript', 'MongoDB', 'React', 'Agile', 'Scrum', 'HTML', 'Troubleshooting', 'R']",entry
database administrator,"['SQL Server', 'Data Visualization', 'Data Warehouse', 'Reporting', 'Tableau', 'Linux', 'SQL', 'Active Directory', 'Google Workspace', 'jQuery']",senior
software engineer,"['PostgreSQL', 'Unit Testing', 'Storage Management', 'Linux', 'Java', 'REST API', 'SSL/TLS']",middle
database administrator,"['Communication', 'Project Management', 'Analytical Thinking', 'Problem Solving', 'Reporting', 'Objective-C', 'InVision']",senior
java developer,"['Project Management', 'JavaScript', 'Java', 'R']",senior
database administrator,"['SQL Server', 'Data Analysis', 'ETL', 'Backup & Recovery', 'SQL', 'R', 'InVision']",senior
devops engineer,"['Troubleshooting', 'Load Balancer', 'Terraform', 'Ansible', 'Python', 'Splunk', 'Linux', 'REST API', 'DNS']",senior
backend developer,"['UI/UX Design', 'Project Management', 'Problem Solving', 'Reporting', 'Python', 'Java', 'PHP', 'R', 'Troubleshooting', 'Objective-C']",senior
javascript developer,"['Node.js', 'React', 'UI/UX Design', 'Problem Solving', 'JavaScript', 'Bootstrap', 'REST API', 'jQuery', 'VMware', 'HTML', 'CSS', 'API', 'Git', 'R', 'Dashboard']",senior
database administrator,"['Active Directory', 'Troubleshooting']",unspecified
full stack developer,"['CI/CD', 'Spring Boot', 'Web Service', 'Teamwork', 'Spring', 'Agile', 'Java', 'REST API', 'LDAP']",senior
wordpress developer,"['MySQL', 'JavaScript', 'jQuery', 'PHP', 'CSS', 'API', 'Git', 'HTML', 'R']",senior
